ID,Activity_Name,Expected_Start_Date,Contractor_Name,Region,Complexity_Level
1195,اللياسة الخارجية,2024-03-15,مؤسسة بن سمار للمقاولات,الحدود الشمالية,Medium
1196,تركيب أنظمة الحريق,2022-04-13,شركة الفنار,حائل,Medium
1197,أعمال التكييف المركزي,2024-12-18,شركة الفوزان للتجارة والمقاولات,عسير,High
1198,أعمال الديكور والجبس,2023-08-15,شركة نسما للمقاولات,جازان,Low
1199,تركيب أنظمة الحريق,2022-12-18,شركة الكفاح للمقاولات,حائل,Medium
1200,تركيب البلاط والرخام,2022-02-19,شركة جرير للمقاولات,مكة المكرمة,Low
1201,اللياسة الخارجية,2022-02-20,شركة روشن العقارية,مكة المكرمة,Medium
1202,اللياسة الداخلية,2022-08-21,شركة البحر الأحمر الدولية,القصيم,Medium
1203,تركيب الواجهات الزجاجية,2024-04-27,شركة روشن العقارية,عسير,High
1204,تركيب النوافذ والأبواب,2023-02-22,شركة دريك آند سكل,جازان,Medium
1205,صب سقف الدور الأرضي,2024-01-05,شركة الكفاح للمقاولات,حائل,Medium
1206,تركيب المصاعد,2023-03-15,شركة الخضري للمقاولات,الحدود الشمالية,High
1207,أعمال الحفر والردم,2023-04-22,شركة الفنار,عسير,Low
1208,تركيب المصاعد,2022-12-21,شركة البحر الأحمر الدولية,الجوف,Low
1209,أعمال الحفر والردم,2023-06-29,شركة الخضري للمقاولات,جازان,Low
1210,بناء جدران القبو,2024-12-11,شركة الخضري للمقاولات,نجران,Medium
1211,أعمال العزل المائي للسطح,2022-01-27,شركة الفنار,الباحة,Medium
1212,تركيب الأدوات الصحية,2024-10-17,شركة الفوزان للتجارة والمقاولات,الحدود الشمالية,Low
1213,أعمال الحفر والردم,2022-06-17,شركة الفنار,المنطقة الشرقية,Medium
1214,تركيب أنظمة الحريق,2022-11-21,شركة الفوزان للتجارة والمقاولات,جازان,Medium
1215,اللياسة الخارجية,2022-07-26,شركة دريك آند سكل,المدينة المنورة,Low
1216,أعمال التكييف المركزي,2024-06-08,شركة جرير للمقاولات,المدينة المنورة,Medium
1217,اللياسة الخارجية,2022-08-03,شركة روشن العقارية,مكة المكرمة,High
1218,بناء جدران القبو,2024-06-13,مؤسسة بن سمار للمقاولات,المنطقة الشرقية,High
1219,بناء جدران القبو,2024-03-07,شركة شابورجي بالونجي,الرياض,Low
1220,تركيب النوافذ والأبواب,2023-07-09,شركة روشن العقارية,الباحة,Medium
1221,الدهانات النهائية,2023-06-12,شركة روشن العقارية,مكة المكرمة,Medium
1222,صب أعمدة الدور الأرضي,2022-07-27,شركة الفنار,الباحة,Medium
1223,تأسيس السباكة والكهرباء,2023-01-17,شركة السيف للمقاولات الهندسية,الجوف,Low
1224,عزل القواعد والرقاب,2024-01-16,شركة روشن العقارية,عسير,Low
1225,اللياسة الخارجية,2023-09-04,شركة البحر الأحمر الدولية,عسير,High
1226,تركيب الواجهات الزجاجية,2024-11-20,شركة المقاولون العرب,مكة المكرمة,Medium
1227,تركيب الأدوات الصحية,2024-09-01,شركة الفوزان للتجارة والمقاولات,جازان,Low
1228,أعمال الدهانات الأولية,2024-04-25,شركة العيوني للاستثمار والمقاولات,تبوك,Low
1229,صب سقف الدور الأرضي,2023-11-20,شركة الكفاح للمقاولات,تبوك,Medium
1230,صب الخرسانة العادية للأساسات,2024-08-17,شركة البحر الأحمر الدولية,عسير,High
1231,تركيب النوافذ والأبواب,2023-02-19,مؤسسة بن سمار للمقاولات,تبوك,Medium
1232,أعمال التكييف المركزي,2022-04-28,شركة الخضري للمقاولات,المنطقة الشرقية,Medium
1233,تركيب البلاط والرخام,2023-07-23,شركة راشد الراشد,المنطقة الشرقية,Low
1234,اللياسة الخارجية,2023-07-30,شركة الفوزان للتجارة والمقاولات,عسير,Medium
1235,أعمال العزل المائي للسطح,2024-08-26,مجموعة بن لادن السعودية,الحدود الشمالية,High
1236,عزل القواعد والرقاب,2023-01-01,شركة المقاولون العرب,عسير,Low
1237,أعمال اللاندسكيب والتشجير,2023-11-18,شركة جرير للمقاولات,المدينة المنورة,Low
1238,أعمال الدهانات الأولية,2024-01-03,شركة الخضري للمقاولات,نجران,Medium
1239,تأسيس السباكة والكهرباء,2024-05-30,شركة الخضري للمقاولات,المنطقة الشرقية,High
1240,تركيب النوافذ والأبواب,2024-01-15,شركة روشن العقارية,نجران,High
1241,تركيب الأدوات الصحية,2024-03-18,شركة شابورجي بالونجي,المنطقة الشرقية,Medium
1242,عزل القواعد والرقاب,2024-12-25,شركة دريك آند سكل,حائل,Medium
1243,بناء جدران القبو,2023-10-30,شركة الكفاح للمقاولات,حائل,Low
1244,أعمال التكييف المركزي,2024-12-20,شركة الخضري للمقاولات,الحدود الشمالية,Medium
1245,تركيب النوافذ والأبواب,2022-05-09,شركة المباني,الباحة,Low
1246,بناء جدران القبو,2024-03-18,شركة الفوزان للتجارة والمقاولات,حائل,Low
1247,أعمال الدهانات الأولية,2024-09-06,شركة روشن العقارية,الحدود الشمالية,Low
1248,تركيب النوافذ والأبواب,2024-01-12,شركة راشد الراشد,نجران,Low
1249,الدهانات النهائية,2023-05-01,شركة الخضري للمقاولات,القصيم,Medium
1250,أعمال العزل المائي للسطح,2022-06-27,شركة الكفاح للمقاولات,تبوك,Medium
1251,أعمال الدهانات الأولية,2025-01-02,شركة روشن العقارية,نجران,Medium
1252,أعمال المباني (الطوب),2022-11-02,شركة روشن العقارية,الرياض,Low
1253,تأسيس السباكة والكهرباء,2023-03-15,مجموعة بن لادن السعودية,الرياض,Low
1254,اللياسة الداخلية,2022-03-08,شركة العيوني للاستثمار والمقاولات,نجران,Low
1255,أعمال التكييف المركزي,2024-03-10,شركة نسما للمقاولات,الجوف,High
1256,تركيب البلاط والرخام,2024-03-21,شركة الفنار,الباحة,Medium
1257,عزل القواعد والرقاب,2023-10-25,شركة راشد الراشد,مكة المكرمة,High
1258,تركيب النوافذ والأبواب,2022-10-27,شركة راشد الراشد,المدينة المنورة,High
1259,عزل القواعد والرقاب,2024-07-29,شركة راشد الراشد,القصيم,High
1260,عزل القواعد والرقاب,2023-06-26,شركة المقاولون العرب,تبوك,Medium
1261,أعمال الدهانات الأولية,2022-07-14,شركة جرير للمقاولات,المدينة المنورة,Medium
1262,تركيب النوافذ والأبواب,2022-05-17,شركة العيوني للاستثمار والمقاولات,حائل,Low
1263,تأسيس السباكة والكهرباء,2023-01-16,شركة الكفاح للمقاولات,المنطقة الشرقية,Medium
1264,تركيب النوافذ والأبواب,2022-08-25,شركة العيوني للاستثمار والمقاولات,مكة المكرمة,High
1265,اللياسة الداخلية,2023-07-22,مجموعة بن لادن السعودية,الجوف,Medium
1266,أعمال الدهانات الأولية,2024-03-10,شركة الكفاح للمقاولات,الحدود الشمالية,Medium
1267,تركيب المصاعد,2023-03-24,شركة روشن العقارية,المنطقة الشرقية,Medium
1268,أعمال الحفر والردم,2022-10-30,شركة نسما للمقاولات,الجوف,Low
1269,تأسيس السباكة والكهرباء,2024-03-15,شركة راشد الراشد,الرياض,Medium
1270,أعمال اللاندسكيب والتشجير,2024-04-28,شركة روشن العقارية,الجوف,Low
1271,صب الخرسانة المسلحة للقواعد,2022-10-30,شركة جرير للمقاولات,حائل,Medium
1272,صب أعمدة الدور الأرضي,2023-09-24,شركة شابورجي بالونجي,حائل,High
1273,أعمال الديكور والجبس,2024-05-26,شركة البحر الأحمر الدولية,المدينة المنورة,High
1274,صب الخرسانة المسلحة للقواعد,2024-08-17,شركة المقاولون العرب,الحدود الشمالية,High
1275,تبليط الحوش والأسوار,2022-01-18,شركة الخضري للمقاولات,جازان,Low
1276,عزل القواعد والرقاب,2024-05-13,شركة المباني,حائل,High
1277,عزل القواعد والرقاب,2023-11-25,شركة روشن العقارية,جازان,High
1278,تركيب أنظمة الحريق,2024-05-17,شركة الفوزان للتجارة والمقاولات,الجوف,Low
1279,تركيب البلاط والرخام,2024-06-25,شركة السيف للمقاولات الهندسية,المدينة المنورة,Medium
1280,صب الخرسانة العادية للأساسات,2024-02-16,شركة الفنار,الجوف,High
1281,أعمال المباني (الطوب),2022-03-22,شركة راشد الراشد,تبوك,Low
1282,تركيب أنظمة الحريق,2022-07-09,شركة الفوزان للتجارة والمقاولات,المنطقة الشرقية,Low
1283,اللياسة الداخلية,2024-04-14,شركة أرامكو السعودية (إشراف/تنفيذ),الرياض,Medium
1284,تركيب أنظمة الحريق,2023-03-07,شركة الفنار,المدينة المنورة,Low
1285,بناء جدران القبو,2024-08-26,شركة جرير للمقاولات,مكة المكرمة,Low
1286,صب أعمدة الدور الأرضي,2023-03-11,شركة روشن العقارية,الباحة,Medium
1287,تركيب أنظمة الحريق,2024-08-16,شركة راشد الراشد,المدينة المنورة,Medium
1288,أعمال التكييف المركزي,2024-10-29,شركة المباني,الرياض,High
1289,تركيب البلاط والرخام,2022-04-10,شركة البحر الأحمر الدولية,الرياض,Medium
1290,أعمال اللاندسكيب والتشجير,2023-08-16,شركة الكفاح للمقاولات,الرياض,High
1291,أعمال الحفر والردم,2024-03-19,شركة روشن العقارية,الباحة,Medium
1292,أعمال العزل المائي للسطح,2022-12-25,شركة المباني,المنطقة الشرقية,Low
1293,تركيب البلاط والرخام,2022-11-29,شركة الفنار,القصيم,Low
1294,صب الخرسانة المسلحة للقواعد,2024-06-10,شركة الكفاح للمقاولات,القصيم,High
1295,صب الخرسانة العادية للأساسات,2022-11-10,شركة نسما للمقاولات,الباحة,Medium
1296,أعمال الدهانات الأولية,2023-11-19,مجموعة بن لادن السعودية,الحدود الشمالية,Low
1297,اللياسة الخارجية,2022-08-21,شركة العيوني للاستثمار والمقاولات,عسير,Medium
1298,عزل القواعد والرقاب,2023-09-18,مجموعة بن لادن السعودية,الرياض,High
1299,بناء جدران القبو,2023-07-14,شركة شابورجي بالونجي,المدينة المنورة,Medium
1300,أعمال الحفر والردم,2022-06-22,شركة الخضري للمقاولات,عسير,Low
1301,أعمال الحفر والردم,2024-12-12,شركة الفوزان للتجارة والمقاولات,حائل,High
1302,تركيب الواجهات الزجاجية,2023-09-24,شركة الفوزان للتجارة والمقاولات,مكة المكرمة,Medium
1303,عزل القواعد والرقاب,2022-06-23,شركة راشد الراشد,جازان,Medium
1304,أعمال العزل المائي للسطح,2024-05-02,شركة الكفاح للمقاولات,الرياض,Medium
1305,صب أعمدة الدور الأرضي,2024-06-03,شركة الخضري للمقاولات,جازان,Medium
1306,اللياسة الداخلية,2022-11-07,مجموعة بن لادن السعودية,عسير,Low
1307,الدهانات النهائية,2022-11-11,شركة المباني,جازان,Low
1308,تركيب النوافذ والأبواب,2022-04-04,شركة الفوزان للتجارة والمقاولات,الحدود الشمالية,Low
1309,صب الخرسانة العادية للأساسات,2022-10-20,شركة نسما للمقاولات,الباحة,Medium
1310,صب الخرسانة العادية للأساسات,2023-11-21,شركة نسما للمقاولات,نجران,High
1311,تبليط الحوش والأسوار,2024-11-27,شركة أرامكو السعودية (إشراف/تنفيذ),المنطقة الشرقية,Medium
1312,أعمال التكييف المركزي,2024-03-04,شركة الفنار,مكة المكرمة,High
1313,صب سقف الدور الأرضي,2024-07-17,شركة الخضري للمقاولات,المنطقة الشرقية,High
1314,تأسيس السباكة والكهرباء,2022-12-24,شركة راشد الراشد,الحدود الشمالية,Medium
1315,عزل القواعد والرقاب,2024-08-22,شركة راشد الراشد,عسير,Low
1316,تركيب المصاعد,2022-11-10,شركة شابورجي بالونجي,عسير,Medium
1317,أعمال التكييف المركزي,2024-03-21,شركة راشد الراشد,المدينة المنورة,High
1318,تأسيس السباكة والكهرباء,2022-03-20,مجموعة بن لادن السعودية,نجران,Medium
1319,تركيب الأدوات الصحية,2022-06-25,شركة نسما للمقاولات,الباحة,High
1320,تركيب الأدوات الصحية,2023-08-20,شركة الخضري للمقاولات,حائل,Medium
1321,تركيب النوافذ والأبواب,2022-06-08,شركة أرامكو السعودية (إشراف/تنفيذ),تبوك,Low
1322,صب أعمدة الدور الأرضي,2024-06-08,شركة جرير للمقاولات,المدينة المنورة,High
1323,أعمال الديكور والجبس,2023-04-02,شركة الخضري للمقاولات,القصيم,High
1324,اللياسة الخارجية,2022-12-14,شركة جرير للمقاولات,الحدود الشمالية,High
1325,تركيب الواجهات الزجاجية,2022-06-14,شركة نسما للمقاولات,عسير,High
1326,تأسيس السباكة والكهرباء,2023-05-18,شركة السيف للمقاولات الهندسية,الباحة,Medium
1327,أعمال التكييف المركزي,2023-01-12,شركة راشد الراشد,المدينة المنورة,High
1328,صب الخرسانة المسلحة للقواعد,2022-03-24,شركة شابورجي بالونجي,الجوف,High
1329,صب الخرسانة العادية للأساسات,2023-05-12,شركة السيف للمقاولات الهندسية,عسير,Medium
1330,تركيب البلاط والرخام,2024-05-15,شركة الفنار,القصيم,Low
1331,الدهانات النهائية,2022-05-27,شركة الفنار,الحدود الشمالية,Low
1332,اللياسة الداخلية,2024-10-03,شركة شابورجي بالونجي,عسير,Low
1333,بناء جدران القبو,2023-11-30,شركة الفنار,مكة المكرمة,Low
1334,أعمال التكييف المركزي,2022-12-29,شركة المباني,المدينة المنورة,High
1335,الدهانات النهائية,2024-11-05,شركة دريك آند سكل,الحدود الشمالية,Medium
1336,أعمال التكييف المركزي,2024-07-29,مجموعة بن لادن السعودية,المدينة المنورة,High
1337,أعمال اللاندسكيب والتشجير,2022-07-07,مجموعة بن لادن السعودية,المنطقة الشرقية,High
1338,تركيب الأدوات الصحية,2023-07-09,شركة روشن العقارية,عسير,Low
1339,تركيب البلاط والرخام,2023-07-28,شركة المقاولون العرب,الباحة,Medium
1340,صب الخرسانة المسلحة للقواعد,2022-08-17,شركة الخضري للمقاولات,حائل,Medium
1341,اللياسة الداخلية,2023-05-13,شركة شابورجي بالونجي,الجوف,High
1342,أعمال الدهانات الأولية,2023-05-31,شركة البحر الأحمر الدولية,الرياض,Low
1343,تركيب النوافذ والأبواب,2024-10-08,شركة نسما للمقاولات,تبوك,High
1344,اللياسة الخارجية,2024-10-03,شركة روشن العقارية,حائل,High
1345,صب الخرسانة العادية للأساسات,2023-02-04,شركة جرير للمقاولات,الجوف,High
1346,تركيب الواجهات الزجاجية,2024-10-06,شركة المقاولون العرب,مكة المكرمة,High
1347,أعمال الدهانات الأولية,2022-05-02,شركة الفوزان للتجارة والمقاولات,المنطقة الشرقية,Low
1348,عزل القواعد والرقاب,2024-02-02,شركة نسما للمقاولات,الباحة,Low
1349,تركيب الواجهات الزجاجية,2023-09-09,شركة الخضري للمقاولات,حائل,High
1350,صب الخرسانة العادية للأساسات,2023-03-04,شركة المباني,القصيم,Medium
1351,صب الخرسانة المسلحة للقواعد,2024-07-05,شركة السيف للمقاولات الهندسية,تبوك,Medium
1352,الدهانات النهائية,2023-06-07,شركة المباني,المنطقة الشرقية,Low
1353,تركيب الأدوات الصحية,2025-01-04,شركة روشن العقارية,تبوك,Low
1354,أعمال المباني (الطوب),2024-03-13,شركة السيف للمقاولات الهندسية,الرياض,Medium
1355,تركيب الأدوات الصحية,2023-12-24,شركة جرير للمقاولات,الباحة,High
1356,أعمال التكييف المركزي,2024-01-09,شركة البحر الأحمر الدولية,نجران,Medium
1357,تركيب البلاط والرخام,2024-08-05,شركة راشد الراشد,جازان,Low
1358,أعمال العزل المائي للسطح,2023-12-03,مؤسسة بن سمار للمقاولات,الباحة,High
1359,صب الخرسانة العادية للأساسات,2022-06-28,شركة جرير للمقاولات,عسير,Medium
1360,الدهانات النهائية,2024-09-05,شركة الفوزان للتجارة والمقاولات,المدينة المنورة,Low
1361,اللياسة الخارجية,2023-05-05,شركة جرير للمقاولات,الجوف,Low
1362,تركيب النوافذ والأبواب,2023-09-25,شركة دريك آند سكل,الجوف,Medium
1363,تركيب أنظمة الحريق,2022-01-11,مؤسسة بن سمار للمقاولات,حائل,Low
1364,اللياسة الداخلية,2023-01-07,شركة العيوني للاستثمار والمقاولات,تبوك,High
1365,تركيب النوافذ والأبواب,2022-02-27,شركة الخضري للمقاولات,حائل,High
1366,تركيب أنظمة الحريق,2022-10-15,شركة أرامكو السعودية (إشراف/تنفيذ),عسير,Medium
1367,بناء جدران القبو,2022-08-30,شركة نسما للمقاولات,الرياض,Medium
1368,تركيب الواجهات الزجاجية,2023-11-23,شركة روشن العقارية,تبوك,Medium
1369,تبليط الحوش والأسوار,2023-07-15,شركة المباني,جازان,Low
1370,اللياسة الداخلية,2024-01-12,شركة الخضري للمقاولات,جازان,Medium
1371,تركيب البلاط والرخام,2024-08-04,شركة البحر الأحمر الدولية,تبوك,Medium
1372,تركيب أنظمة الحريق,2023-03-05,شركة السيف للمقاولات الهندسية,الرياض,High
1373,صب سقف الدور الأرضي,2022-01-21,شركة المباني,تبوك,Medium
1374,صب أعمدة الدور الأرضي,2024-03-10,شركة السيف للمقاولات الهندسية,الرياض,High
1375,صب سقف الدور الأرضي,2022-03-03,شركة السيف للمقاولات الهندسية,عسير,High
1376,تركيب أنظمة الحريق,2024-02-09,شركة البحر الأحمر الدولية,مكة المكرمة,Low
1377,تركيب البلاط والرخام,2024-12-05,مجموعة بن لادن السعودية,عسير,Low
1378,صب الخرسانة المسلحة للقواعد,2023-03-13,شركة شابورجي بالونجي,نجران,Medium
1379,تركيب المصاعد,2022-09-25,شركة البحر الأحمر الدولية,حائل,High
1380,الدهانات النهائية,2024-08-16,شركة البحر الأحمر الدولية,الرياض,Medium
1381,عزل القواعد والرقاب,2023-01-15,شركة نسما للمقاولات,الجوف,Low
1382,اللياسة الخارجية,2024-11-20,شركة شابورجي بالونجي,المدينة المنورة,Medium
1383,صب أعمدة الدور الأرضي,2024-03-20,شركة دريك آند سكل,المدينة المنورة,Medium
1384,أعمال اللاندسكيب والتشجير,2022-05-27,شركة الفنار,نجران,Medium
1385,الدهانات النهائية,2024-12-30,شركة أرامكو السعودية (إشراف/تنفيذ),الرياض,Low
1386,تأسيس السباكة والكهرباء,2022-07-25,مؤسسة بن سمار للمقاولات,عسير,High
1387,تركيب الأدوات الصحية,2022-11-22,شركة العيوني للاستثمار والمقاولات,عسير,Medium
1388,أعمال الديكور والجبس,2022-06-20,شركة روشن العقارية,مكة المكرمة,High
1389,صب أعمدة الدور الأرضي,2024-10-14,شركة روشن العقارية,نجران,Medium
1390,أعمال الديكور والجبس,2022-06-22,شركة الخضري للمقاولات,المدينة المنورة,High
1391,أعمال الديكور والجبس,2024-05-04,شركة دريك آند سكل,جازان,Low
1392,أعمال التكييف المركزي,2022-10-26,شركة الفنار,جازان,High
1393,أعمال اللاندسكيب والتشجير,2023-02-22,شركة جرير للمقاولات,الحدود الشمالية,Low
1394,تأسيس السباكة والكهرباء,2022-07-08,شركة شابورجي بالونجي,مكة المكرمة,Low
1395,تركيب أنظمة الحريق,2023-10-26,شركة نسما للمقاولات,المنطقة الشرقية,Medium
1396,تأسيس السباكة والكهرباء,2022-11-01,شركة الخضري للمقاولات,نجران,High
1397,تركيب النوافذ والأبواب,2024-12-11,مؤسسة بن سمار للمقاولات,القصيم,High
1398,صب أعمدة الدور الأرضي,2024-12-08,شركة نسما للمقاولات,القصيم,Medium
1399,أعمال المباني (الطوب),2022-08-24,شركة شابورجي بالونجي,المنطقة الشرقية,Medium
1400,أعمال العزل المائي للسطح,2024-12-10,شركة روشن العقارية,حائل,High
1401,صب سقف الدور الأرضي,2024-06-19,شركة راشد الراشد,تبوك,Medium
1402,أعمال اللاندسكيب والتشجير,2022-01-07,شركة راشد الراشد,جازان,Medium
1403,الدهانات النهائية,2024-07-16,شركة شابورجي بالونجي,الحدود الشمالية,Medium
1404,تركيب البلاط والرخام,2024-12-26,شركة الكفاح للمقاولات,المدينة المنورة,Medium
1405,الدهانات النهائية,2022-11-16,شركة السيف للمقاولات الهندسية,نجران,Low
1406,صب الخرسانة المسلحة للقواعد,2022-12-31,شركة البحر الأحمر الدولية,جازان,High
1407,تركيب الواجهات الزجاجية,2022-10-22,شركة السيف للمقاولات الهندسية,الجوف,High
1408,أعمال الحفر والردم,2024-05-04,شركة الكفاح للمقاولات,الرياض,High
1409,أعمال اللاندسكيب والتشجير,2022-06-17,شركة المقاولون العرب,الجوف,Low
1410,أعمال الدهانات الأولية,2022-05-29,شركة شابورجي بالونجي,الجوف,Medium
1411,صب الخرسانة العادية للأساسات,2022-12-13,شركة الخضري للمقاولات,تبوك,High
1412,أعمال اللاندسكيب والتشجير,2024-12-02,شركة المباني,مكة المكرمة,High
1413,أعمال العزل المائي للسطح,2024-10-10,شركة البحر الأحمر الدولية,عسير,Low
1414,أعمال العزل المائي للسطح,2024-07-13,شركة أرامكو السعودية (إشراف/تنفيذ),مكة المكرمة,Low
1415,تركيب المصاعد,2024-05-23,شركة الكفاح للمقاولات,عسير,Low
1416,تركيب البلاط والرخام,2024-06-14,مؤسسة بن سمار للمقاولات,نجران,Medium
1417,تركيب الواجهات الزجاجية,2024-04-29,شركة نسما للمقاولات,نجران,Medium
1418,تأسيس السباكة والكهرباء,2024-02-09,شركة نسما للمقاولات,جازان,Medium
1419,أعمال اللاندسكيب والتشجير,2022-05-19,مجموعة بن لادن السعودية,عسير,High
1420,أعمال الديكور والجبس,2023-01-18,شركة المباني,جازان,High
1421,صب الخرسانة المسلحة للقواعد,2022-07-16,شركة العيوني للاستثمار والمقاولات,تبوك,High
1422,تركيب الأدوات الصحية,2022-02-26,شركة السيف للمقاولات الهندسية,القصيم,Low
1423,أعمال الديكور والجبس,2022-10-12,مؤسسة بن سمار للمقاولات,نجران,Low
1424,الدهانات النهائية,2022-10-10,شركة روشن العقارية,المدينة المنورة,Medium
1425,أعمال العزل المائي للسطح,2024-04-09,شركة روشن العقارية,الحدود الشمالية,Medium
1426,أعمال العزل المائي للسطح,2022-09-20,شركة الخضري للمقاولات,الرياض,Medium
1427,صب الخرسانة العادية للأساسات,2022-05-22,شركة أرامكو السعودية (إشراف/تنفيذ),تبوك,High
1428,اللياسة الخارجية,2024-05-14,شركة الفنار,مكة المكرمة,High
1429,الدهانات النهائية,2024-01-19,شركة البحر الأحمر الدولية,المدينة المنورة,Low
1430,صب سقف الدور الأرضي,2022-12-11,شركة السيف للمقاولات الهندسية,الباحة,High
1431,أعمال الحفر والردم,2024-04-03,شركة روشن العقارية,الحدود الشمالية,Low
1432,صب الخرسانة العادية للأساسات,2023-02-18,شركة روشن العقارية,مكة المكرمة,High
1433,الدهانات النهائية,2023-08-13,شركة جرير للمقاولات,الباحة,Low
1434,أعمال اللاندسكيب والتشجير,2024-04-14,شركة روشن العقارية,الباحة,High
1435,تركيب المصاعد,2022-08-13,شركة راشد الراشد,الحدود الشمالية,High
1436,تركيب البلاط والرخام,2023-07-17,مؤسسة بن سمار للمقاولات,الرياض,Low
1437,صب الخرسانة المسلحة للقواعد,2023-03-07,مؤسسة بن سمار للمقاولات,الحدود الشمالية,Medium
1438,صب الخرسانة العادية للأساسات,2024-02-03,شركة البحر الأحمر الدولية,الجوف,High
1439,أعمال العزل المائي للسطح,2022-09-15,شركة البحر الأحمر الدولية,المنطقة الشرقية,Medium
1440,صب أعمدة الدور الأرضي,2023-02-12,شركة العيوني للاستثمار والمقاولات,المدينة المنورة,Medium
1441,أعمال العزل المائي للسطح,2022-03-23,شركة روشن العقارية,الحدود الشمالية,Low
1442,بناء جدران القبو,2024-06-02,شركة الفنار,تبوك,Low
1443,أعمال الحفر والردم,2024-10-16,شركة أرامكو السعودية (إشراف/تنفيذ),الحدود الشمالية,Low
1444,أعمال الدهانات الأولية,2023-08-17,شركة العيوني للاستثمار والمقاولات,الباحة,Medium
1445,أعمال الدهانات الأولية,2023-03-31,شركة دريك آند سكل,نجران,Medium
1446,تركيب المصاعد,2024-10-13,شركة العيوني للاستثمار والمقاولات,تبوك,High
1447,تركيب أنظمة الحريق,2023-10-29,شركة الفنار,الحدود الشمالية,High
1448,صب سقف الدور الأرضي,2024-08-21,مجموعة بن لادن السعودية,الجوف,High
1449,صب أعمدة الدور الأرضي,2022-01-13,شركة روشن العقارية,المنطقة الشرقية,High
1450,اللياسة الداخلية,2023-07-28,شركة المقاولون العرب,الحدود الشمالية,High
1451,تركيب النوافذ والأبواب,2022-06-15,شركة روشن العقارية,مكة المكرمة,High
1452,أعمال الدهانات الأولية,2025-01-03,شركة المقاولون العرب,الباحة,Low
1453,تأسيس السباكة والكهرباء,2024-09-19,شركة نسما للمقاولات,المدينة المنورة,High
1454,صب الخرسانة العادية للأساسات,2022-12-24,شركة الخضري للمقاولات,نجران,High
1455,أعمال الحفر والردم,2023-03-25,شركة دريك آند سكل,نجران,High
1456,تركيب البلاط والرخام,2022-01-08,شركة المقاولون العرب,حائل,Low
1457,بناء جدران القبو,2022-05-03,شركة البحر الأحمر الدولية,جازان,Medium
1458,صب الخرسانة العادية للأساسات,2022-01-14,شركة روشن العقارية,القصيم,Medium
1459,تركيب النوافذ والأبواب,2023-03-14,شركة العيوني للاستثمار والمقاولات,مكة المكرمة,Low
1460,صب الخرسانة العادية للأساسات,2024-02-17,شركة جرير للمقاولات,الرياض,High
1461,أعمال الدهانات الأولية,2022-12-18,شركة روشن العقارية,جازان,Low
1462,تركيب أنظمة الحريق,2022-07-25,شركة أرامكو السعودية (إشراف/تنفيذ),القصيم,Medium
1463,تأسيس السباكة والكهرباء,2022-09-22,شركة الفنار,الباحة,Medium
1464,بناء جدران القبو,2023-10-25,شركة جرير للمقاولات,مكة المكرمة,High
1465,أعمال اللاندسكيب والتشجير,2024-01-14,مجموعة بن لادن السعودية,تبوك,High
1466,صب الخرسانة العادية للأساسات,2024-07-11,مؤسسة بن سمار للمقاولات,الرياض,High
1467,اللياسة الداخلية,2023-05-12,شركة راشد الراشد,تبوك,High
1468,اللياسة الخارجية,2022-05-16,شركة العيوني للاستثمار والمقاولات,حائل,Medium
1469,تركيب البلاط والرخام,2022-10-15,شركة المباني,الباحة,Low
1470,بناء جدران القبو,2022-10-09,شركة روشن العقارية,الجوف,Medium
1471,أعمال اللاندسكيب والتشجير,2024-06-29,شركة العيوني للاستثمار والمقاولات,الباحة,Low
1472,صب أعمدة الدور الأرضي,2022-04-27,شركة الكفاح للمقاولات,مكة المكرمة,Medium
1473,أعمال الديكور والجبس,2023-01-04,شركة البحر الأحمر الدولية,نجران,Medium
1474,عزل القواعد والرقاب,2022-01-17,مجموعة بن لادن السعودية,الباحة,Medium
1475,الدهانات النهائية,2022-01-04,شركة دريك آند سكل,الباحة,Low
1476,تركيب البلاط والرخام,2024-06-04,مؤسسة بن سمار للمقاولات,المنطقة الشرقية,Medium
1477,تركيب الأدوات الصحية,2022-01-27,شركة الكفاح للمقاولات,القصيم,High
1478,أعمال المباني (الطوب),2022-10-14,شركة أرامكو السعودية (إشراف/تنفيذ),مكة المكرمة,Low
1479,أعمال التكييف المركزي,2023-07-24,شركة السيف للمقاولات الهندسية,الباحة,High
1480,تركيب أنظمة الحريق,2023-03-05,شركة الفنار,الجوف,Medium
1481,تركيب المصاعد,2022-07-14,مجموعة بن لادن السعودية,الباحة,High
1482,الدهانات النهائية,2023-12-11,شركة جرير للمقاولات,الرياض,Low
1483,صب الخرسانة العادية للأساسات,2024-11-16,شركة العيوني للاستثمار والمقاولات,حائل,Medium
1484,تركيب البلاط والرخام,2024-05-26,مجموعة بن لادن السعودية,جازان,Medium
1485,أعمال العزل المائي للسطح,2023-08-04,شركة الكفاح للمقاولات,المدينة المنورة,Medium
1486,تركيب الواجهات الزجاجية,2024-05-26,شركة جرير للمقاولات,حائل,Medium
1487,تركيب الأدوات الصحية,2024-08-01,شركة الخضري للمقاولات,الرياض,Medium
1488,أعمال اللاندسكيب والتشجير,2023-07-03,شركة البحر الأحمر الدولية,المدينة المنورة,Medium
1489,الدهانات النهائية,2024-01-03,شركة السيف للمقاولات الهندسية,مكة المكرمة,Low
